Product_ID,Stock_Quantity,Reorder_Level,Reorder_Quantity,Date_Received,Expiration_Date,Warehouse_Location
47-441-7682,40,91,24,2024-07-29,2024-11-30,4247 David Crossing
32-676-1026,52,46,12,2024-12-18,2024-04-16,9433 Jenna Lane
77-959-1018,22,22,65,2025-01-15,2024-06-12,03 Ryan Circle
60-911-3745,98,41,98,2025-01-05,2025-01-18,75054 Ramsey Parkway
57-101-0060,59,73,86,2025-02-13,2024-09-11,78919 East Crossing
54-758-4622,99,3,79,2024-06-05,2024-11-21,865 Eagle Crest Park
92-152-5820,18,36,53,2024-05-12,2024-06-24,0920 Monica Pass
44-637-5512,58,12,99,2025-01-22,2024-05-26,00064 Mosinee Circle
65-854-9364,30,34,96,2024-11-04,2024-04-22,752 Mccormick Way
60-747-8704,97,97,71,2024-07-12,2024-08-22,561 Pennsylvania Way
85-835-3445,50,93,37,2025-01-11,2024-05-12,288 Fair Oaks Place
66-716-8221,70,96,35,2025-02-08,2025-01-17,54 Weeping Birch Lane
01-026-2772,40,61,47,2024-08-28,2024-05-27,3 Bunting Point
21-252-1360,75,23,34,2024-06-22,2024-07-04,32 Charing Cross Pass
80-039-1261,26,97,12,2024-09-25,2024-06-12,1 Havey Park
48-427-0551,13,55,77,2024-10-17,2024-11-03,2 7th Center
02-575-1980,11,58,32,2024-02-28,2024-11-24,34832 Autumn Leaf Terrace
61-293-6327,98,67,49,2024-08-09,2024-04-04,4353 Dixon Circle
08-519-5579,35,4,76,2024-08-09,2024-08-16,89 Karstens Alley
33-670-6797,45,56,64,2024-07-14,2024-07-05,2869 Hudson Drive
29-741-8132,47,22,69,2024-03-02,2024-06-03,85 Farwell Parkway
89-713-6071,89,66,28,2025-01-13,2024-11-25,60 Dottie Hill
00-641-8691,33,22,94,2024-11-28,2024-08-30,797 Mcbride Lane
68-977-6854,90,30,42,2024-08-19,2024-03-02,2633 Shasta Alley
86-257-4613,44,26,60,2024-03-15,2024-08-05,5 Prentice Pass
06-340-6856,41,56,12,2024-05-06,2024-02-29,84 Rusk Terrace
11-338-4598,72,58,69,2024-10-16,2025-02-23,9067 Valley Edge Park
82-711-0772,72,58,52,2025-02-15,2024-10-23,463 Oxford Crossing
05-184-4175,40,30,60,2024-09-05,2024-05-03,57 Di Loreto Circle
17-274-6898,36,53,92,2024-07-07,2024-03-22,657 Texas Street
79-569-8856,51,87,86,2024-04-01,2024-06-11,03643 Oakridge Lane
00-534-9775,87,91,23,2024-12-29,2024-08-17,68 Dakota Center
94-071-2261,79,37,98,2024-09-01,2024-03-30,2004 Cody Plaza
94-355-3070,14,52,80,2024-07-26,2024-07-23,116 Spaight Park
17-265-1899,81,35,82,2024-12-30,2025-02-10,4826 Drewry Center
13-888-0149,75,18,65,2025-02-17,2024-03-15,1 Logan Road
21-890-2826,48,12,62,2024-06-15,2024-09-19,84 Hoffman Way
05-425-0746,50,68,90,2024-12-12,2024-06-05,49884 Brickson Park Plaza
88-807-8431,11,87,43,2025-01-02,2025-02-09,2 Russell Alley
77-377-1659,74,22,91,2024-08-25,2024-06-19,6 Acker Street
92-362-3567,11,10,60,2024-10-10,2024-12-25,826 Melvin Pass
99-961-0767,85,15,30,2024-04-16,2024-12-06,40113 Blaine Place
94-092-3355,57,43,46,2024-06-13,2024-08-04,929 Thierer Lane
29-344-3658,75,56,57,2024-10-27,2024-09-19,7 Talmadge Street
60-327-4114,63,7,23,2024-09-07,2024-10-17,3 Bellgrove Way
13-409-9040,35,20,42,2024-06-30,2025-01-08,9623 Cottonwood Park
75-927-9108,24,32,17,2024-09-29,2024-07-02,43 Washington Street
30-806-3823,53,26,3,2024-03-02,2024-03-06,07 Pankratz Point
65-780-5622,74,81,41,2025-02-05,2024-05-27,65 Forster Way
94-598-3383,79,38,67,2024-07-05,2024-09-01,7403 Fuller Hill
45-250-4679,54,78,81,2024-05-02,2024-07-05,49148 Meadow Ridge Way
45-317-9731,44,83,78,2024-07-08,2024-08-20,70156 7th Junction
41-131-3841,77,19,31,2024-10-29,2024-03-20,16 Fair Oaks Pass
15-905-7750,42,61,52,2024-12-02,2024-09-29,36687 Maple Avenue
68-973-8812,44,77,45,2024-07-27,2024-05-24,55 Cherokee Circle
49-570-8214,81,76,10,2024-05-13,2024-12-18,1823 Elgar Park
57-779-4955,92,48,22,2024-11-29,2025-01-20,38436 Anthes Way
85-781-5386,78,68,86,2024-03-25,2024-12-28,10577 Thierer Plaza
72-341-1154,85,66,85,2025-01-06,2024-09-09,8682 Golf Course Junction
28-986-8001,65,69,4,2024-08-14,2024-10-13,4 Old Shore Avenue
82-811-7988,36,3,54,2024-03-03,2024-12-13,65 Chinook Circle
27-495-1912,26,63,88,2024-05-09,2024-05-24,12710 Gulseth Circle
44-480-9446,39,13,13,2024-09-13,2024-03-14,43591 East Road
77-937-1108,39,83,21,2024-12-31,2024-04-12,01 Hansons Crossing
82-538-4809,83,61,4,2024-09-16,2024-10-24,700 Northland Crossing
69-895-3397,28,5,9,2025-01-16,2024-03-04,98 Melody Street
44-112-3331,85,17,96,2024-11-05,2024-04-08,63787 Arkansas Street
93-682-2069,76,39,15,2024-12-06,2024-08-16,2718 Londonderry Plaza
49-199-6836,100,64,62,2024-12-15,2024-08-24,77 Brown Circle
47-221-2470,17,45,44,2024-07-25,2024-10-10,60 Messerschmidt Pass
71-067-3278,51,35,95,2024-10-22,2024-08-16,5521 Wayridge Center
89-388-3239,54,88,43,2025-02-12,2024-04-19,4346 Columbus Way
10-555-5971,94,56,80,2025-01-04,2024-09-27,8425 New Castle Parkway
82-931-7126,34,95,18,2024-10-14,2024-05-12,856 School Plaza
24-228-6840,27,1,3,2024-04-16,2024-11-28,68241 Hanson Circle
52-392-5312,50,42,20,2024-11-06,2024-07-24,336 Old Shore Lane
36-531-4087,85,12,94,2024-03-24,2024-03-14,2 Columbus Drive
39-810-2042,24,2,49,2024-06-02,2024-09-05,47817 Oneill Park
55-164-7723,82,31,86,2024-04-10,2025-01-08,6410 Northwestern Pass
61-680-9496,17,14,17,2024-03-24,2024-04-14,2 Northridge Street
24-143-4957,25,97,63,2024-10-22,2024-08-15,685 Independence Junction
26-456-1992,56,59,87,2025-01-26,2024-07-29,1792 Crownhardt Street
62-998-7250,72,3,10,2025-01-18,2024-10-05,9171 Redwing Street
38-617-7226,65,42,62,2024-10-24,2024-07-13,33145 Butterfield Avenue
00-366-9496,30,66,28,2024-08-09,2024-12-28,898 Rowland Trail
76-027-4850,39,37,48,2024-11-27,2024-06-24,425 Shasta Terrace
27-269-5260,14,81,65,2024-11-17,2024-10-22,1661 Springview Terrace
40-126-0515,74,37,57,2025-02-14,2024-12-18,28351 Cascade Plaza
31-387-5020,63,41,98,2024-10-22,2024-08-14,854 Kipling Point
13-673-7016,47,67,57,2024-12-04,2025-02-23,04 Hagan Crossing
85-212-2729,42,94,79,2024-12-17,2024-05-16,93 Longview Junction
99-048-8310,32,49,73,2024-07-06,2024-05-27,43 Lakewood Junction
19-112-1616,88,56,72,2025-01-12,2024-06-28,7698 Logan Drive
98-546-7398,80,69,71,2024-08-27,2024-04-17,15658 Talisman Lane
63-874-9747,36,59,90,2024-07-08,2024-11-11,183 Buell Park
58-946-5152,11,77,7,2024-10-26,2024-07-10,06 Lake View Trail
65-867-4029,40,83,50,2024-06-05,2024-06-16,36124 Carberry Junction
89-328-9019,63,43,8,2024-08-20,2024-12-08,33774 Carberry Circle
02-170-5225,90,75,43,2024-05-28,2025-02-23,36 Bobwhite Parkway
24-478-8277,47,26,40,2024-12-13,2024-11-26,55276 Golf Hill
91-290-9062,29,2,84,2024-03-21,2024-09-25,9821 Novick Hill
44-546-5713,94,69,68,2024-07-08,2025-02-13,832 Goodland Alley
20-031-0532,32,63,92,2024-11-17,2024-11-09,8239 Laurel Way
48-242-8445,40,3,5,2024-03-04,2024-06-24,29 Vera Drive
33-378-1365,50,66,1,2024-10-22,2025-02-04,23560 Talmadge Center
57-763-5501,72,29,10,2024-03-06,2024-03-24,46 Colorado Place
71-015-9181,22,35,55,2024-08-30,2024-10-26,62238 Mallory Place
14-115-8371,23,76,70,2025-01-07,2024-09-01,40 Cody Pass
83-568-3475,35,72,70,2024-04-17,2025-02-10,29150 Farmco Crossing
79-884-8810,12,93,29,2025-02-20,2024-08-15,546 Declaration Place
50-772-2613,86,23,1,2024-06-20,2024-03-23,7 Lunder Hill
19-377-5021,91,96,90,2025-02-14,2024-12-24,884 Sloan Drive
39-913-2999,23,99,97,2024-06-09,2024-04-10,15 Oriole Park
46-911-1159,98,40,100,2025-02-03,2024-12-19,9171 Norway Maple Trail
40-630-1431,29,66,21,2024-10-29,2024-11-07,8119 Homewood Drive
15-797-4824,32,27,26,2024-05-30,2025-01-14,25923 Loeprich Junction
37-248-6266,84,74,48,2024-12-24,2024-05-24,7051 Calypso Place
22-760-4605,86,20,67,2025-02-12,2024-08-03,09264 Forest Dale Drive
80-020-8041,11,58,26,2024-06-06,2024-07-08,662 Vernon Point
44-634-8292,60,69,64,2025-02-23,2025-01-02,46 Orin Drive
19-610-2236,58,48,9,2024-12-07,2024-03-19,8524 Shelley Way
49-579-4325,64,95,62,2024-05-24,2024-05-17,6 Anniversary Circle
42-134-9798,19,80,87,2024-10-11,2024-12-30,0087 Bluejay Plaza
84-546-7624,43,41,100,2024-06-16,2024-06-01,61057 Hallows Junction
11-891-8213,38,62,47,2024-12-02,2024-11-13,13 Westport Hill
03-597-9488,70,66,74,2024-11-11,2024-03-28,53 Lawn Circle
89-624-7462,18,3,39,2024-10-18,2024-11-24,25 Drewry Alley
89-335-0155,46,81,47,2024-09-05,2025-01-16,9 Kipling Road
59-725-4038,78,34,39,2024-11-13,2024-08-23,697 Hoepker Center
78-953-2073,53,20,75,2024-06-12,2025-01-04,085 Reinke Pass
91-426-3204,67,71,4,2024-12-19,2024-07-08,269 Dakota Trail
40-913-9772,36,30,44,2024-04-11,2024-05-26,553 Hooker Trail
89-922-4773,39,53,64,2024-06-22,2024-12-27,11 Thackeray Hill
17-236-0566,95,87,13,2024-10-12,2024-08-04,803 5th Alley
74-234-0628,12,56,92,2024-05-08,2024-05-13,2 Veith Crossing
80-441-7249,98,30,39,2024-11-25,2024-08-10,652 High Crossing Lane
54-708-7327,50,14,99,2025-01-09,2024-04-15,8182 Hazelcrest Place
15-846-7959,98,14,11,2024-04-17,2024-03-20,6251 Eliot Hill
44-368-7112,28,32,71,2024-12-22,2024-12-06,82 Hintze Court
03-833-3577,67,14,25,2024-05-02,2024-10-16,38 Killdeer Point
47-548-6500,20,93,37,2024-10-20,2024-12-25,06 Shopko Pass
12-342-4482,67,83,90,2024-10-27,2024-08-29,374 Blue Bill Park Point
07-834-3320,94,60,78,2024-12-08,2024-09-20,79 Monterey Avenue
16-187-5729,45,58,84,2025-01-06,2024-03-30,22555 Macpherson Plaza
64-109-7362,86,55,96,2024-12-19,2024-09-29,7 Harper Drive
06-655-5498,72,82,52,2024-08-03,2024-09-28,8569 Bashford Court
24-975-4231,31,61,28,2024-03-10,2024-08-17,62494 Longview Drive
98-652-9569,12,7,23,2025-02-06,2024-06-23,32 6th Lane
25-522-6043,71,93,75,2024-10-09,2025-02-03,890 Eggendart Pass
28-275-5901,64,1,92,2024-04-05,2025-01-24,4 Doe Crossing Avenue
96-164-0607,89,79,66,2024-07-31,2024-10-17,1275 Lawn Center
93-815-0565,50,36,96,2024-12-12,2024-07-01,8868 Armistice Place
63-918-8253,53,98,23,2025-02-24,2024-09-29,917 Westerfield Terrace
57-167-0669,19,99,78,2024-11-21,2024-12-30,1005 Lyons Junction
52-402-9245,89,40,64,2024-10-16,2024-09-19,185 Stone Corner Parkway
17-647-0503,96,12,8,2024-05-11,2024-08-20,0 Village Green Street
67-984-5368,52,56,34,2024-09-27,2024-07-28,0 Fordem Place
77-827-0820,97,20,8,2024-06-16,2024-11-09,8851 Superior Park
27-387-0428,88,42,68,2024-06-23,2024-04-09,1715 Dottie Pass
79-350-5841,33,44,89,2024-03-15,2024-04-17,75 Cascade Avenue
44-128-2185,98,20,81,2024-08-14,2024-12-30,012 Mockingbird Court
48-789-9187,45,79,95,2024-12-06,2024-11-15,41 Stephen Crossing
21-809-7115,80,86,50,2024-05-05,2025-02-24,3053 Sachs Center
19-323-0506,68,43,96,2024-11-17,2024-10-15,5 Ohio Lane
04-637-8815,90,91,62,2024-11-24,2024-11-24,537 Maple Alley
60-644-6596,89,67,89,2025-02-14,2024-11-10,22 Hudson Pass
58-005-5343,38,94,87,2024-05-27,2024-08-21,43211 Lakeland Place
67-382-4435,99,37,74,2024-07-25,2024-03-02,92 Bartelt Terrace
09-335-7793,66,19,20,2024-09-18,2024-06-01,5649 Vidon Plaza
46-496-2930,66,28,7,2024-04-27,2024-08-14,156 Golf Course Alley
35-353-4068,64,11,97,2024-12-26,2024-07-05,8583 Northwestern Terrace
45-050-4720,18,78,43,2025-01-04,2024-03-13,7 Ridge Oak Pass
87-104-0187,86,100,78,2024-04-06,2025-02-05,0 Moose Lane
85-806-8672,35,88,87,2024-04-05,2024-11-21,24 South Trail
54-281-3746,26,70,52,2024-09-07,2024-11-03,00 Ridgeway Plaza
35-257-9312,80,100,48,2024-08-18,2024-04-06,9463 Northland Court
63-897-8088,63,56,33,2025-01-09,2024-10-16,7944 Elgar Alley
24-986-5091,89,22,23,2024-05-12,2024-08-14,88 Lighthouse Bay Crossing
17-504-3699,80,60,71,2024-10-08,2024-08-17,18 Daystar Parkway
23-395-3157,41,66,50,2025-02-18,2024-03-16,74 Sugar Plaza
28-107-4953,53,19,94,2024-03-29,2024-10-18,29755 Daystar Street
46-083-7058,61,91,40,2025-01-08,2024-06-09,21530 Prentice Place
68-436-1268,70,92,74,2024-11-30,2024-07-11,1 Mockingbird Parkway
93-198-5984,73,69,1,2024-11-05,2024-09-17,54706 Prairieview Point
24-571-1080,60,15,89,2024-06-07,2024-04-11,5325 Milwaukee Lane
73-874-7534,88,24,44,2024-11-05,2024-12-18,901 Norway Maple Crossing
07-337-9889,95,6,59,2024-12-31,2024-09-29,4 Loomis Way
28-197-9246,47,30,16,2024-03-10,2024-05-23,8499 Hanover Terrace
83-400-9746,24,1,65,2024-11-18,2024-02-29,40 Merchant Terrace
24-579-6500,93,51,70,2024-04-22,2024-09-04,4 Stang Place
64-418-8356,80,24,60,2025-01-21,2024-04-28,1 Green Hill
15-884-7413,77,58,13,2024-06-22,2024-04-16,6225 Westend Pass
79-494-2472,42,48,18,2025-01-09,2024-04-23,1615 Bellgrove Crossing
36-177-0573,92,1,23,2024-08-27,2024-04-13,35 Portage Road
79-920-2395,81,23,17,2024-05-26,2024-07-16,911 Merry Junction
96-961-2193,46,39,11,2024-10-10,2024-11-10,63578 Butternut Hill
69-578-7930,44,67,31,2024-07-14,2024-06-05,83291 Hansons Crossing
40-205-8252,38,37,27,2024-06-14,2024-07-14,883 Marcy Place
18-107-7886,64,28,35,2024-11-05,2024-02-27,55309 6th Junction
35-328-8392,39,2,71,2024-04-29,2024-04-21,09 Londonderry Hill
21-650-9319,42,88,95,2024-03-28,2024-04-24,4 Hagan Court
99-894-4351,29,54,54,2024-10-27,2024-12-25,185 Saint Paul Road
63-168-6018,60,63,81,2025-01-26,2024-05-01,0847 Artisan Hill
26-000-1012,65,54,29,2024-11-30,2024-04-12,3 Bayside Point
13-900-9016,89,96,94,2024-06-10,2024-09-19,521 Burning Wood Trail
88-408-0310,50,40,69,2024-06-30,2024-08-26,5 Mesta Center
73-997-6251,94,18,84,2025-01-04,2024-09-17,1666 Dayton Terrace
50-679-2072,97,32,43,2024-10-06,2024-05-30,20 Butterfield Lane
89-673-1543,72,78,1,2024-11-10,2025-01-03,297 Petterle Way
56-937-8675,62,91,14,2024-09-21,2024-12-08,668 Claremont Place
14-836-2894,44,92,92,2024-03-08,2024-09-25,2 Hooker Terrace
87-903-3486,21,25,39,2024-07-30,2024-02-29,99 Twin Pines Alley
07-617-6934,91,39,48,2024-03-31,2024-11-16,9262 Sullivan Crossing
31-403-6234,87,24,66,2024-05-20,2024-05-04,35 Waxwing Center
29-092-3453,61,17,69,2024-05-22,2024-06-17,676 Redwing Trail
34-709-9237,61,81,99,2024-10-27,2024-04-24,1509 Hoard Circle
13-962-6263,49,1,28,2024-12-01,2024-11-18,7015 Ramsey Lane
06-731-2162,87,1,98,2024-04-07,2024-07-19,30968 Anzinger Court
10-768-2443,93,55,95,2025-02-11,2024-12-19,4 Orin Lane
36-372-2295,55,13,71,2024-04-26,2024-04-14,98 Bartillon Trail
34-538-1180,29,39,80,2024-05-29,2024-04-06,19 Aberg Trail
98-148-0940,63,62,18,2024-04-17,2024-11-05,588 Waywood Trail
38-390-2115,42,69,54,2025-01-19,2024-03-01,3 Del Mar Point
02-974-8526,74,4,39,2024-12-26,2024-08-07,42 Green Ridge Terrace
29-377-7040,22,77,15,2024-04-11,2024-07-29,9431 Clarendon Pass
84-327-7787,83,35,43,2024-08-14,2024-09-06,739 Rowland Way
82-231-4245,32,91,80,2024-10-18,2025-01-16,77 Monument Court
70-005-5970,84,46,80,2024-05-18,2024-12-24,82955 Dayton Street
63-936-0145,22,56,72,2024-04-09,2024-12-03,95 Kingsford Terrace
08-196-2703,100,52,2,2024-03-08,2024-10-17,56 Esker Park
22-778-3553,36,77,49,2024-04-10,2025-02-09,0782 Dapin Avenue
37-610-1999,14,67,65,2024-03-14,2024-10-19,3 John Wall Point
09-618-2842,38,82,17,2024-12-29,2024-08-06,642 Arizona Point
28-968-4195,97,52,80,2025-01-19,2024-10-13,5 Loftsgordon Trail
55-680-0982,64,66,28,2024-05-28,2024-08-19,0 Sutteridge Trail
43-851-9440,14,75,19,2024-12-24,2024-03-04,4033 Sloan Hill
14-331-3739,24,89,27,2024-04-10,2024-03-28,8 Thackeray Drive
54-830-6971,100,61,21,2024-09-21,2024-05-18,674 Ryan Alley
53-008-2419,62,36,96,2024-04-03,2024-05-27,63 Debra Park
39-358-3340,71,60,62,2024-08-27,2024-03-14,308 Doe Crossing Pass
28-146-2641,38,67,66,2024-04-01,2024-04-08,73 Graedel Street
83-556-0996,88,34,94,2024-12-27,2024-10-30,53 Forest Run Plaza
53-805-9523,40,30,65,2024-07-02,2024-05-14,94 Mallory Center
82-977-7752,88,78,17,2024-09-06,2024-11-04,58 Corscot Terrace
62-393-9939,60,9,89,2024-06-01,2024-10-05,5 Oxford Pass
31-745-6850,94,90,12,2024-10-03,2024-11-01,081 Jana Lane
86-692-2312,30,48,52,2024-06-11,2024-04-30,00616 Manitowish Parkway
28-044-4102,19,28,83,2024-11-26,2024-08-27,309 Burning Wood Center
